"id";"temperature";"humidity";"weight";"smoke";"created_at";"active";"rack_id"
388;21.696;73.913;81.526;1.0;"2023-07-12 19:46:40";1;1
389;21.272;65.44;81.145;1.0;"2023-07-12 19:46:40";1;2
390;21.461;69.227;78.685;1.0;"2023-07-12 19:46:40";1;3
391;21.512;70.234;78.639;1.0;"2023-07-12 19:46:40";1;4
392;20.476;49.522;80.428;1.0;"2023-07-12 19:46:40";1;5
393;21.715;74.302;81.544;1.0;"2023-07-12 19:46:40";1;6
394;20.252;45.031;79.774;1.0;"2023-07-12 19:46:45";1;1
395;20.558;51.151;80.502;1.0;"2023-07-12 19:46:45";1;2
396;20.929;58.571;80.836;1.0;"2023-07-12 19:46:45";1;3
397;21.559;71.184;78.597;1.0;"2023-07-12 19:46:45";1;4
398;21.186;63.721;78.933;1.0;"2023-07-12 19:46:45";1;5
399;21.268;65.363;81.141;1.0;"2023-07-12 19:46:45";1;6
400;21.873;77.457;78.314;1.0;"2023-07-12 19:46:50";1;1
401;21.953;79.051;78.243;1.0;"2023-07-12 19:46:50";1;2
402;20.194;43.87;80.174;1.0;"2023-07-12 19:46:50";1;3
403;20.852;57.04;80.767;1.0;"2023-07-12 19:46:50";1;4
404;21.489;69.772;78.66;1.0;"2023-07-12 19:46:50";1;5
405;20.404;48.086;80.364;1.0;"2023-07-12 19:46:50";1;6
406;20.548;50.958;80.493;1.0;"2023-07-12 19:46:55";1;1
407;21.602;72.031;81.441;1.0;"2023-07-12 19:46:55";1;2
408;21.26;65.197;81.134;1.0;"2023-07-12 19:46:55";1;3
409;20.684;53.684;79.384;1.0;"2023-07-12 19:46:55";1;4
410;20.356;47.118;79.68;1.0;"2023-07-12 19:46:55";1;5
411;20.23;44.603;79.793;1.0;"2023-07-12 19:46:55";1;6
412;21.146;62.925;78.968;1.0;"2023-07-12 19:47:00";1;1
413;20.503;50.059;80.453;1.0;"2023-07-12 19:47:00";1;2
414;21.392;67.833;81.252;1.0;"2023-07-12 19:47:00";1;3
415;21.366;67.318;81.229;1.0;"2023-07-12 19:47:00";1;4
416;20.768;55.352;79.309;1.0;"2023-07-12 19:47:00";1;5
417;20.945;58.896;80.85;1.0;"2023-07-12 19:47:00";1;6
418;20.902;58.039;80.812;1.0;"2023-07-12 19:47:05";1;1
419;21.849;76.974;78.336;1.0;"2023-07-12 19:47:05";1;2
420;21.231;64.611;81.107;1.0;"2023-07-12 19:47:05";1;3
421;21.382;67.649;81.244;1.0;"2023-07-12 19:47:05";1;4
422;21.85;76.992;78.335;1.0;"2023-07-12 19:47:05";1;5
423;21.016;60.325;79.085;1.0;"2023-07-12 19:47:05";1;6
424;20.468;49.36;80.421;1.0;"2023-07-12 19:47:10";1;1
425;20.242;44.835;79.782;1.0;"2023-07-12 19:47:10";1;2
426;20.05;41.009;80.045;1.0;"2023-07-12 19:47:10";1;3
427;21.969;79.377;78.228;1.0;"2023-07-12 19:47:10";1;4
428;20.978;59.567;80.88;1.0;"2023-07-12 19:47:10";1;5
429;21.257;65.146;81.132;1.0;"2023-07-12 19:47:10";1;6
430;20.674;53.471;79.394;1.0;"2023-07-12 19:47:15";1;1
431;21.972;79.433;78.226;1.0;"2023-07-12 19:47:15";1;2
432;20.019;40.378;80.017;1.0;"2023-07-12 19:47:15";1;3
433;20.255;45.092;79.771;1.0;"2023-07-12 19:47:15";1;4
434;21.769;75.383;81.592;1.0;"2023-07-12 19:47:15";1;5
435;21.397;67.931;81.257;1.0;"2023-07-12 19:47:15";1;6
436;20.167;43.349;80.151;1.0;"2023-07-12 19:47:20";1;1
437;21.127;62.543;78.986;1.0;"2023-07-12 19:47:20";1;2
438;21.375;67.502;81.238;1.0;"2023-07-12 19:47:20";1;3
439;20.705;54.093;79.366;1.0;"2023-07-12 19:47:20";1;4
440;20.896;57.921;80.806;1.0;"2023-07-12 19:47:20";1;5
441;21.441;68.82;78.703;1.0;"2023-07-12 19:47:20";1;6
442;21.777;75.549;81.6;1.0;"2023-07-12 19:47:25";1;1
443;20.905;58.107;80.815;1.0;"2023-07-12 19:47:25";1;2
444;20.823;56.452;80.74;1.0;"2023-07-12 19:47:25";1;3
445;21.241;64.81;81.116;1.0;"2023-07-12 19:47:25";1;4
446;21.789;75.774;81.61;1.0;"2023-07-12 19:47:25";1;5
447;20.251;45.012;79.774;1.0;"2023-07-12 19:47:25";1;6
448;20.586;51.715;80.527;1.0;"2023-07-12 19:47:30";1;1
449;21.52;70.394;78.632;1.0;"2023-07-12 19:47:30";1;2
450;21.33;66.596;81.197;1.0;"2023-07-12 19:47:30";1;3
451;21.102;62.04;79.008;1.0;"2023-07-12 19:47:30";1;4
452;21.507;70.146;78.643;1.0;"2023-07-12 19:47:30";1;5
453;21.065;61.304;79.041;1.0;"2023-07-12 19:47:30";1;6
454;20.869;57.389;80.783;1.0;"2023-07-12 19:47:35";1;1
455;20.849;56.974;80.764;1.0;"2023-07-12 19:47:35";1;2
456;21.842;76.834;78.342;1.0;"2023-07-12 19:47:35";1;3
457;20.535;50.696;80.481;1.0;"2023-07-12 19:47:35";1;4
458;21.637;72.732;81.473;1.0;"2023-07-12 19:47:35";1;5
459;21.096;61.911;79.014;1.0;"2023-07-12 19:47:35";1;6
460;21.563;71.269;78.593;1.0;"2023-07-12 19:47:40";1;1
461;20.458;49.156;80.412;1.0;"2023-07-12 19:47:40";1;2
462;21.405;68.096;78.736;1.0;"2023-07-12 19:47:40";1;3
463;21.502;70.036;78.648;1.0;"2023-07-12 19:47:40";1;4
464;21.289;65.775;81.16;1.0;"2023-07-12 19:47:40";1;5
465;20.565;51.309;80.509;1.0;"2023-07-12 19:47:40";1;6
466;21.003;60.067;79.097;1.0;"2023-07-12 19:47:45";1;1
467;20.849;56.977;80.764;1.0;"2023-07-12 19:47:45";1;2
468;20.679;53.571;79.389;1.0;"2023-07-12 19:47:45";1;3
469;21.953;79.061;78.242;1.0;"2023-07-12 19:47:45";1;4
470;21.402;68.045;78.738;1.0;"2023-07-12 19:47:45";1;5
471;21.397;67.936;81.257;1.0;"2023-07-12 19:47:45";1;6
472;21.125;62.496;78.988;1.0;"2023-07-12 19:47:50";1;1
473;20.314;46.282;79.717;1.0;"2023-07-12 19:47:50";1;2
474;21.693;73.855;81.523;1.0;"2023-07-12 19:47:50";1;3
475;21.824;76.484;78.358;1.0;"2023-07-12 19:47:50";1;4
476;21.143;62.86;78.971;1.0;"2023-07-12 19:47:50";1;5
477;20.686;53.729;79.382;1.0;"2023-07-12 19:47:50";1;6
478;20.705;54.11;79.365;1.0;"2023-07-12 19:47:55";1;1
479;21.781;75.614;81.603;1.0;"2023-07-12 19:47:55";1;2
480;20.557;51.144;80.501;1.0;"2023-07-12 19:47:55";1;3
481;20.75;55.002;79.325;1.0;"2023-07-12 19:47:55";1;4
482;21.194;63.872;78.926;1.0;"2023-07-12 19:47:55";1;5
483;21.055;61.107;79.05;1.0;"2023-07-12 19:47:55";1;6
484;20.986;59.714;80.887;1.0;"2023-07-12 19:52:20";1;1
485;20.945;58.909;80.851;1.0;"2023-07-12 19:52:20";1;2
486;20.929;58.58;80.836;1.0;"2023-07-12 19:52:20";1;3
487;21.889;77.776;78.3;1.0;"2023-07-12 19:52:20";1;4
488;21.503;70.057;78.647;1.0;"2023-07-12 19:52:20";1;5
489;20.345;46.903;79.689;1.0;"2023-07-12 19:52:20";1;6
490;21.734;74.675;81.56;1.0;"2023-07-12 19:52:25";1;1
491;21.447;68.934;78.698;1.0;"2023-07-12 19:52:25";1;2
492;21.277;65.54;81.149;1.0;"2023-07-12 19:52:25";1;3
493;21.44;68.806;78.704;1.0;"2023-07-12 19:52:25";1;4
494;21.42;68.408;78.722;1.0;"2023-07-12 19:52:25";1;5
495;21.441;68.826;78.703;1.0;"2023-07-12 19:52:25";1;6
496;20.947;58.944;80.852;1.0;"2023-07-12 19:52:30";1;1
497;21.004;60.079;79.096;1.0;"2023-07-12 19:52:30";1;2
498;20.47;49.396;80.423;1.0;"2023-07-12 19:52:30";1;3
499;20.08;41.598;80.072;1.0;"2023-07-12 19:52:30";1;4
500;21.977;79.53;78.221;1.0;"2023-07-12 19:52:30";1;5
501;21.498;69.962;78.652;1.0;"2023-07-12 19:52:30";1;6
502;21.103;62.053;79.008;1.0;"2023-07-12 19:58:29";1;1
503;21.354;67.08;81.219;1.0;"2023-07-12 19:58:29";1;2
504;20.156;43.123;80.141;1.0;"2023-07-12 19:58:29";1;3
505;21.004;60.072;79.097;1.0;"2023-07-12 19:58:29";1;4
506;20.647;52.935;79.418;1.0;"2023-07-12 19:58:29";1;5
507;21.075;61.502;79.032;1.0;"2023-07-12 19:58:29";1;6
508;20.311;46.211;79.72;1.0;"2023-07-12 19:58:34";1;1
509;20.692;53.832;79.378;1.0;"2023-07-12 19:58:34";1;2
510;20.398;47.967;79.641;1.0;"2023-07-12 19:58:34";1;3
511;21.974;79.485;78.223;1.0;"2023-07-12 19:58:34";1;4
512;20.781;55.629;79.297;1.0;"2023-07-12 19:58:34";1;5
513;21.455;69.104;78.69;1.0;"2023-07-12 19:58:34";1;6
514;20.333;46.659;79.7;1.0;"2023-07-12 19:58:39";1;1
515;20.071;41.418;80.064;1.0;"2023-07-12 19:58:39";1;2
516;21.835;76.697;78.349;1.0;"2023-07-12 19:58:39";1;3
517;20.291;45.825;79.738;1.0;"2023-07-12 19:58:39";1;4
518;21.945;78.894;78.25;1.0;"2023-07-12 19:58:39";1;5
519;21.342;66.835;81.208;1.0;"2023-07-12 19:58:39";1;6
520;20.504;50.085;80.454;1.0;"2023-07-12 19:58:49";1;1
521;20.372;47.436;79.665;1.0;"2023-07-12 19:58:49";1;2
522;20.739;54.77;79.335;1.0;"2023-07-12 19:58:49";1;3
523;21.406;68.118;78.735;1.0;"2023-07-12 19:58:49";1;4
524;20.529;50.58;80.476;1.0;"2023-07-12 19:58:49";1;5
525;21.799;75.978;81.619;1.0;"2023-07-12 19:58:49";1;6
526;21.559;71.173;78.597;1.0;"2023-07-12 19:58:54";1;1
527;21.315;66.291;81.183;1.0;"2023-07-12 19:58:54";1;2
528;21.31;66.196;81.179;1.0;"2023-07-12 19:58:54";1;3
529;21.741;74.816;81.567;1.0;"2023-07-12 19:58:54";1;4
530;20.885;57.7;80.796;1.0;"2023-07-12 19:58:54";1;5
531;20.327;46.547;79.705;1.0;"2023-07-12 19:58:54";1;6
532;21.582;71.644;78.576;1.0;"2023-07-12 19:58:59";1;1
533;20.164;43.274;80.147;1.0;"2023-07-12 19:58:59";1;2
534;21.69;73.802;81.521;1.0;"2023-07-12 19:58:59";1;3
535;21.886;77.721;78.303;1.0;"2023-07-12 19:58:59";1;4
536;21.542;70.847;78.612;1.0;"2023-07-12 19:58:59";1;5
537;20.911;58.218;80.82;1.0;"2023-07-12 19:58:59";1;6
538;20.641;52.812;79.423;1.0;"2023-07-12 19:59:30";1;1
539;21.009;60.17;79.092;1.0;"2023-07-12 19:59:30";1;2
540;20.34;46.808;79.694;1.0;"2023-07-12 19:59:30";1;3
541;21.475;69.504;78.672;1.0;"2023-07-12 19:59:30";1;4
542;21.426;68.519;78.717;1.0;"2023-07-12 19:59:30";1;5
543;20.406;48.112;80.365;1.0;"2023-07-12 19:59:30";1;6
544;20.799;55.988;79.281;1.0;"2023-07-12 19:59:35";1;1
545;20.391;47.813;79.648;1.0;"2023-07-12 19:59:35";1;2
546;21.618;72.364;81.456;1.0;"2023-07-12 19:59:35";1;3
547;20.199;43.971;80.179;1.0;"2023-07-12 19:59:35";1;4
548;20.456;49.117;80.41;1.0;"2023-07-12 19:59:35";1;5
549;21.337;66.737;81.203;1.0;"2023-07-12 19:59:35";1;6
550;20.307;46.142;79.724;1.0;"2023-07-12 19:59:40";1;1
551;20.977;59.548;80.88;1.0;"2023-07-12 19:59:40";1;2
552;21.338;66.765;81.204;1.0;"2023-07-12 19:59:40";1;3
553;20.223;44.468;79.799;1.0;"2023-07-12 19:59:40";1;4
554;21.786;75.726;81.608;1.0;"2023-07-12 19:59:40";1;5
555;21.572;71.442;78.585;1.0;"2023-07-12 19:59:40";1;6
556;20.823;56.467;80.741;1.0;"2023-07-12 20:00:20";1;1
557;21.47;69.405;78.677;1.0;"2023-07-12 20:00:20";1;2
558;21.332;66.642;81.199;1.0;"2023-07-12 20:00:20";1;3
559;21.062;61.235;79.044;1.0;"2023-07-12 20:00:20";1;4
560;20.353;47.069;79.682;1.0;"2023-07-12 20:00:20";1;5
561;20.028;40.555;80.025;1.0;"2023-07-12 20:00:20";1;6
562;20.661;53.211;79.405;1.0;"2023-07-12 20:00:25";1;1
563;21.62;72.392;81.458;1.0;"2023-07-12 20:00:25";1;2
564;20.647;52.938;79.418;1.0;"2023-07-12 20:00:25";1;3
565;21.991;79.814;78.208;1.0;"2023-07-12 20:00:25";1;4
566;20.942;58.839;80.848;1.0;"2023-07-12 20:00:25";1;5
567;20.338;46.759;79.696;1.0;"2023-07-12 20:00:25";1;6
568;21.038;60.764;79.066;1.0;"2023-07-12 20:00:30";1;1
569;20.607;52.133;79.454;1.0;"2023-07-12 20:00:30";1;2
570;21.535;70.703;78.618;1.0;"2023-07-12 20:00:30";1;3
571;20.937;58.733;80.843;1.0;"2023-07-12 20:00:30";1;4
572;21.141;62.827;78.973;1.0;"2023-07-12 20:00:30";1;5
573;21.27;65.408;81.143;1.0;"2023-07-12 20:00:30";1;6
574;20.319;46.383;79.713;1.0;"2023-07-12 20:00:35";1;1
575;21.849;76.983;78.336;1.0;"2023-07-12 20:00:35";1;2
576;20.401;48.014;80.361;1.0;"2023-07-12 20:00:35";1;3
577;21.972;79.44;78.225;1.0;"2023-07-12 20:00:35";1;4
578;21.087;61.746;79.021;1.0;"2023-07-12 20:00:35";1;5
579;21.516;70.322;78.635;1.0;"2023-07-12 20:00:35";1;6
580;20.082;41.638;80.074;1.0;"2023-07-12 20:00:40";1;1
581;21.541;70.819;78.613;1.0;"2023-07-12 20:00:40";1;2
582;20.282;45.645;79.746;1.0;"2023-07-12 20:00:40";1;3
583;21.924;78.485;78.268;1.0;"2023-07-12 20:00:40";1;4
584;20.427;48.532;80.384;1.0;"2023-07-12 20:00:40";1;5
585;21.634;72.685;81.471;1.0;"2023-07-12 20:00:40";1;6
586;21.536;70.719;78.618;1.0;"2023-07-12 20:00:45";1;1
587;21.563;71.27;78.593;1.0;"2023-07-12 20:00:45";1;2
588;20.106;42.129;80.096;1.0;"2023-07-12 20:00:45";1;3
589;20.283;45.666;79.745;1.0;"2023-07-12 20:00:45";1;4
590;20.75;54.994;79.325;1.0;"2023-07-12 20:00:45";1;5
591;21.822;76.447;78.36;1.0;"2023-07-12 20:00:45";1;6
592;21.937;78.739;78.257;1.0;"2023-07-12 20:00:50";1;1
593;20.201;44.02;79.819;1.0;"2023-07-12 20:00:50";1;2
594;20.351;47.016;79.684;1.0;"2023-07-12 20:00:50";1;3
595;20.229;44.578;79.794;1.0;"2023-07-12 20:00:51";1;4
596;21.089;61.787;79.02;1.0;"2023-07-12 20:00:51";1;5
597;21.041;60.83;79.063;1.0;"2023-07-12 20:00:51";1;6
598;21.511;70.219;78.64;1.0;"2023-07-12 20:00:55";1;1
599;21.221;64.417;81.099;1.0;"2023-07-12 20:00:56";1;2
600;20.112;42.246;80.101;1.0;"2023-07-12 20:00:56";1;3
601;20.963;59.263;80.867;1.0;"2023-07-12 20:00:56";1;4
602;21.429;68.576;78.714;1.0;"2023-07-12 20:00:56";1;5
603;21.549;70.983;78.606;1.0;"2023-07-12 20:00:56";1;6
604;21.968;79.353;78.229;1.0;"2023-07-12 20:01:01";1;1
605;20.774;55.487;79.303;1.0;"2023-07-12 20:01:01";1;2
606;20.124;42.479;80.112;1.0;"2023-07-12 20:01:01";1;3
607;20.228;44.566;79.795;1.0;"2023-07-12 20:01:01";1;4
608;21.168;63.367;78.949;1.0;"2023-07-12 20:01:01";1;5
609;20.241;44.819;79.783;1.0;"2023-07-12 20:01:01";1;6
610;21.623;72.467;81.461;1.0;"2023-07-12 20:01:06";1;1
611;21.299;65.989;81.17;1.0;"2023-07-12 20:01:06";1;2
612;21.735;74.699;81.561;1.0;"2023-07-12 20:01:06";1;3
613;21.401;68.023;78.739;1.0;"2023-07-12 20:01:06";1;4
614;21.699;73.99;81.53;1.0;"2023-07-12 20:01:06";1;5
615;21.514;70.288;78.637;1.0;"2023-07-12 20:01:06";1;6
616;20.677;53.539;79.391;1.0;"2023-07-12 20:01:11";1;1
617;20.299;45.982;79.731;1.0;"2023-07-12 20:01:11";1;2
618;20.593;51.857;80.534;1.0;"2023-07-12 20:01:11";1;3
619;21.089;61.783;79.02;1.0;"2023-07-12 20:01:11";1;4
620;21.778;75.556;81.6;1.0;"2023-07-12 20:01:11";1;5
621;21.056;61.123;79.049;1.0;"2023-07-12 20:01:11";1;6
622;20.93;58.593;80.837;1.0;"2023-07-12 20:01:16";1;1
623;20.51;50.19;80.459;1.0;"2023-07-12 20:01:16";1;2
624;20.04;40.791;80.036;1.0;"2023-07-12 20:01:16";1;3
625;21.864;77.289;78.322;1.0;"2023-07-12 20:01:16";1;4
626;21.673;73.457;81.506;1.0;"2023-07-12 20:01:16";1;5
627;20.921;58.412;80.829;1.0;"2023-07-12 20:01:16";1;6
628;21.166;63.327;78.95;1.0;"2023-07-12 20:01:21";1;1
629;20.018;40.354;80.016;1.0;"2023-07-12 20:01:21";1;2
630;21.148;62.967;78.967;1.0;"2023-07-12 20:01:21";1;3
631;21.061;61.228;79.045;1.0;"2023-07-12 20:01:21";1;4
632;20.031;40.619;80.028;1.0;"2023-07-12 20:01:21";1;5
633;20.787;55.733;79.292;1.0;"2023-07-12 20:01:21";1;6
634;21.446;68.916;78.699;1.0;"2023-07-12 20:01:26";1;1
635;21.56;71.201;78.596;1.0;"2023-07-12 20:01:26";1;2
636;21.136;62.722;78.977;1.0;"2023-07-12 20:01:26";1;3
637;20.692;53.844;79.377;1.0;"2023-07-12 20:01:26";1;4
638;20.995;59.893;80.895;1.0;"2023-07-12 20:01:26";1;5
639;21.256;65.126;81.131;1.0;"2023-07-12 20:01:26";1;6
640;21.926;78.512;78.267;1.0;"2023-07-12 20:01:31";1;1
641;20.24;44.802;79.784;1.0;"2023-07-12 20:01:31";1;2
642;20.999;59.976;80.899;1.0;"2023-07-12 20:01:31";1;3
643;20.014;40.275;80.012;1.0;"2023-07-12 20:01:31";1;4
644;21.914;78.272;78.278;1.0;"2023-07-12 20:01:31";1;5
645;20.569;51.389;80.512;1.0;"2023-07-12 20:01:31";1;6
646;21.44;68.794;78.704;1.0;"2023-07-12 20:01:41";1;1
647;20.495;49.899;80.445;1.0;"2023-07-12 20:01:41";1;2
648;21.243;64.865;81.119;1.0;"2023-07-12 20:01:41";1;3
649;21.3;66.007;81.17;1.0;"2023-07-12 20:01:41";1;4
650;21.493;69.855;78.657;1.0;"2023-07-12 20:01:41";1;5
651;21.229;64.587;81.106;1.0;"2023-07-12 20:01:41";1;6
652;20.074;41.479;80.067;1.0;"2023-07-12 20:01:46";1;1
653;21.313;66.266;81.182;1.0;"2023-07-12 20:01:46";1;2
654;21.136;62.728;78.977;1.0;"2023-07-12 20:01:46";1;3
655;21.664;73.274;81.497;1.0;"2023-07-12 20:01:46";1;4
656;21.828;76.566;78.355;1.0;"2023-07-12 20:01:46";1;5
657;21.369;67.377;81.232;1.0;"2023-07-12 20:01:46";1;6
658;21.475;69.501;78.672;1.0;"2023-07-12 20:09:27";1;1
659;20.013;40.257;80.012;1.0;"2023-07-12 20:09:27";1;2
660;21.103;62.052;79.008;1.0;"2023-07-12 20:09:27";1;3
661;21.731;74.614;81.558;1.0;"2023-07-12 20:09:27";1;4
662;20.285;45.701;79.743;1.0;"2023-07-12 20:09:27";1;5
663;20.982;59.633;80.883;1.0;"2023-07-12 20:09:27";1;6
664;21.553;71.055;78.603;1.0;"2023-07-12 20:09:32";1;1
665;21.38;67.592;81.242;1.0;"2023-07-12 20:09:32";1;2
666;20.923;58.46;80.831;1.0;"2023-07-12 20:09:32";1;3
667;21.169;63.378;78.948;1.0;"2023-07-12 20:09:32";1;4
668;21.287;65.734;81.158;1.0;"2023-07-12 20:09:32";1;5
669;21.808;76.164;78.373;1.0;"2023-07-12 20:09:32";1;6
670;20.942;58.836;80.848;1.0;"2023-07-12 20:09:37";1;1
671;20.171;43.423;80.154;1.0;"2023-07-12 20:09:37";1;2
672;21.891;77.818;78.298;1.0;"2023-07-12 20:09:37";1;3
673;21.294;65.888;81.165;1.0;"2023-07-12 20:09:37";1;4
674;21.893;77.853;78.297;1.0;"2023-07-12 20:09:37";1;5
675;21.92;78.397;78.272;1.0;"2023-07-12 20:09:37";1;6
676;21.356;67.12;81.22;1.0;"2023-07-12 20:09:42";1;1
677;20.563;51.257;80.507;1.0;"2023-07-12 20:09:42";1;2
678;21.517;70.346;78.634;1.0;"2023-07-12 20:09:42";1;3
679;21.367;67.343;81.23;1.0;"2023-07-12 20:09:42";1;4
680;20.296;45.917;79.734;1.0;"2023-07-12 20:09:42";1;5
681;20.047;40.947;80.043;1.0;"2023-07-12 20:09:42";1;6
682;21.271;65.411;81.144;1.0;"2023-07-12 20:09:47";1;1
683;21.387;67.74;81.248;1.0;"2023-07-12 20:09:47";1;2
684;21.085;61.704;79.023;1.0;"2023-07-12 20:09:47";1;3
685;21.374;67.486;81.237;1.0;"2023-07-12 20:09:47";1;4
686;20.682;53.645;79.386;1.0;"2023-07-12 20:09:47";1;5
687;20.411;48.224;80.37;1.0;"2023-07-12 20:09:47";1;6
688;21.82;76.409;78.362;1.0;"2023-07-12 20:09:52";1;1
689;21.988;79.764;78.211;1.0;"2023-07-12 20:09:52";1;2
690;20.988;59.759;80.889;1.0;"2023-07-12 20:09:52";1;3
691;21.814;76.278;78.367;1.0;"2023-07-12 20:09:52";1;4
692;21.829;76.578;78.354;1.0;"2023-07-12 20:09:52";1;5
693;21.538;70.768;78.615;1.0;"2023-07-12 20:09:52";1;6
694;21.428;68.555;78.715;1.0;"2023-07-12 20:09:57";1;1
695;20.042;40.838;80.038;1.0;"2023-07-12 20:09:57";1;2
696;20.088;41.759;80.079;1.0;"2023-07-12 20:09:57";1;3
697;20.79;55.802;79.289;1.0;"2023-07-12 20:09:57";1;4
698;21.3;66.003;81.17;1.0;"2023-07-12 20:09:57";1;5
699;20.754;55.07;79.322;1.0;"2023-07-12 20:09:57";1;6
700;20.692;53.83;79.378;1.0;"2023-07-12 20:10:02";1;1
701;21.648;72.962;81.483;1.0;"2023-07-12 20:10:02";1;2
702;20.278;45.565;79.75;1.0;"2023-07-12 20:10:02";1;3
703;21.608;72.168;81.448;1.0;"2023-07-12 20:10:02";1;4
704;20.818;56.353;80.736;1.0;"2023-07-12 20:10:02";1;5
705;21.662;73.236;81.496;1.0;"2023-07-12 20:10:02";1;6
706;20.225;44.502;79.797;1.0;"2023-07-12 20:10:07";1;1
707;21.639;72.779;81.475;1.0;"2023-07-12 20:10:07";1;2
708;21.538;70.754;78.616;1.0;"2023-07-12 20:10:07";1;3
709;21.462;69.247;78.684;1.0;"2023-07-12 20:10:07";1;4
710;20.201;44.012;79.819;1.0;"2023-07-12 20:10:07";1;5
711;20.847;56.943;80.762;1.0;"2023-07-12 20:10:07";1;6
712;20.406;48.115;80.365;1.0;"2023-07-12 20:10:12";1;1
713;20.362;47.249;79.674;1.0;"2023-07-12 20:10:12";1;2
714;21.287;65.743;81.158;1.0;"2023-07-12 20:10:12";1;3
715;21.08;61.601;79.028;1.0;"2023-07-12 20:10:12";1;4
716;20.707;54.144;79.364;1.0;"2023-07-12 20:10:12";1;5
717;20.851;57.022;80.766;1.0;"2023-07-12 20:10:12";1;6
718;21.172;63.436;78.945;1.0;"2023-07-12 20:10:17";1;1
719;20.11;42.204;80.099;1.0;"2023-07-12 20:10:17";1;2
720;21.192;63.842;78.927;1.0;"2023-07-12 20:10:17";1;3
721;21.426;68.518;78.717;1.0;"2023-07-12 20:10:17";1;4
722;21.379;67.583;81.241;1.0;"2023-07-12 20:10:17";1;5
723;21.897;77.939;78.293;1.0;"2023-07-12 20:10:17";1;6
724;21.08;61.599;79.028;1.0;"2023-07-12 20:10:22";1;1
725;21.178;63.554;78.94;1.0;"2023-07-12 20:10:22";1;2
726;20.741;54.825;79.333;1.0;"2023-07-12 20:10:22";1;3
727;20.227;44.543;79.796;1.0;"2023-07-12 20:10:22";1;4
728;21.015;60.3;79.087;1.0;"2023-07-12 20:10:22";1;5
729;21.648;72.951;81.483;1.0;"2023-07-12 20:10:22";1;6
730;20.833;56.666;80.75;1.0;"2023-07-12 20:10:27";1;1
731;20.115;42.304;80.104;1.0;"2023-07-12 20:10:27";1;2
732;20.121;42.422;80.109;1.0;"2023-07-12 20:10:27";1;3
733;20.084;41.677;80.075;1.0;"2023-07-12 20:10:27";1;4
734;20.136;42.715;80.122;1.0;"2023-07-12 20:10:27";1;5
735;20.128;42.559;80.115;1.0;"2023-07-12 20:10:27";1;6
736;20.178;43.567;80.161;1.0;"2023-07-12 20:10:32";1;1
737;21.125;62.503;78.987;1.0;"2023-07-12 20:10:32";1;2
738;20.311;46.217;79.72;1.0;"2023-07-12 20:10:32";1;3
739;20.659;53.176;79.407;1.0;"2023-07-12 20:10:32";1;4
740;20.665;53.304;79.401;1.0;"2023-07-12 20:10:32";1;5
741;21.865;77.299;78.322;1.0;"2023-07-12 20:10:32";1;6
742;21.202;64.042;81.082;1.0;"2023-07-12 20:10:37";1;1
743;21.857;77.132;78.329;1.0;"2023-07-12 20:10:37";1;2
744;20.79;55.809;79.289;1.0;"2023-07-12 20:10:37";1;3
745;20.36;47.199;79.676;1.0;"2023-07-12 20:10:37";1;4
746;21.428;68.552;78.715;1.0;"2023-07-12 20:10:37";1;5
747;20.922;58.433;80.829;1.0;"2023-07-12 20:10:37";1;6
748;20.743;54.863;79.331;1.0;"2023-07-12 20:10:42";1;1
749;21.424;68.485;78.718;1.0;"2023-07-12 20:10:42";1;2
750;20.793;55.852;79.287;1.0;"2023-07-12 20:10:42";1;3
751;21.605;72.106;81.445;1.0;"2023-07-12 20:10:42";1;4
752;21.521;70.422;78.631;1.0;"2023-07-12 20:10:42";1;5
753;21.145;62.901;78.969;1.0;"2023-07-12 20:10:42";1;6
754;21.153;63.05;78.963;1.0;"2023-07-12 20:10:47";1;1
755;20.055;41.092;80.049;1.0;"2023-07-12 20:10:47";1;2
756;21.907;78.138;78.284;1.0;"2023-07-12 20:10:47";1;3
757;20.568;51.367;80.512;1.0;"2023-07-12 20:10:47";1;4
758;20.484;49.684;80.436;1.0;"2023-07-12 20:10:47";1;5
759;21.555;71.102;78.6;1.0;"2023-07-12 20:10:47";1;6
760;20.281;45.617;79.747;1.0;"2023-07-12 20:10:52";1;1
761;20.715;54.295;79.357;1.0;"2023-07-12 20:10:52";1;2
762;21.414;68.279;78.727;1.0;"2023-07-12 20:10:52";1;3
763;20.633;52.67;79.43;1.0;"2023-07-12 20:10:52";1;4
764;20.703;54.06;79.367;1.0;"2023-07-12 20:10:52";1;5
765;20.648;52.958;79.417;1.0;"2023-07-12 20:10:52";1;6
766;21.437;68.749;78.706;1.0;"2023-07-12 20:10:57";1;1
767;21.291;65.811;81.162;1.0;"2023-07-12 20:10:57";1;2
768;21.487;69.744;78.662;1.0;"2023-07-12 20:10:57";1;3
769;21.517;70.341;78.635;1.0;"2023-07-12 20:10:57";1;4
770;21.003;60.061;79.097;1.0;"2023-07-12 20:10:57";1;5
771;21.167;63.331;78.95;1.0;"2023-07-12 20:10:57";1;6
772;21.919;78.375;78.273;1.0;"2023-07-12 20:11:02";1;1
773;20.007;40.146;80.007;1.0;"2023-07-12 20:11:02";1;2
774;20.161;43.219;80.145;1.0;"2023-07-12 20:11:02";1;3
